,wave,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,met,decision,decision_o,match,id_col
613,2.0,male,28.0,25.0,European/Caucasian-American,European/Caucasian-American,1,6.0,6.0,Finance,20.0,23.0,23.0,22.0,7.0,5.0,7.0,8.0,9.0,7.0,8.0,9.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,-0.01,7.0,9.0,7.0,0.0,b'1',b'1',1,599
614,2.0,male,28.0,26.0,European/Caucasian-American,European/Caucasian-American,1,6.0,6.0,Finance,20.0,25.0,20.0,15.0,15.0,5.0,2.0,2.0,5.0,2.0,8.0,4.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,-0.06,7.0,9.0,7.0,0.0,b'1',b'0',0,599
615,2.0,male,28.0,27.0,European/Caucasian-American,European/Caucasian-American,1,6.0,6.0,Finance,10.0,10.0,30.0,25.0,10.0,15.0,6.0,4.0,7.0,4.0,5.0,2.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,-0.01,7.0,9.0,7.0,0.0,b'1',b'0',0,599
616,2.0,male,28.0,23.0,European/Caucasian-American,Black/African American,0,6.0,6.0,Finance,50.0,10.0,20.0,10.0,10.0,0.0,6.0,6.0,8.0,3.0,8.0,3.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8.0,6.0,8.0,7.0,6.0,6.0,7.0,9.0,7.0,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,-0.19,7.0,9.0,7.0,0.0,b'1',b'0',0,599
617,2.0,male,28.0,24.0,European/Caucasian-American,Latino/Hispanic American,0,6.0,6.0,Finance,20.0,20.0,20.0,15.0,15.0,10.0,4.0,5.0,7.0,1.0,5.0,1.0,25.0,15.0,25.0,15.0,0.0,20.0,7.0,8.0,6.0,8.0,7.0,5.0,7.0,5.0,5.0,6.0,5.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,-0.08,7.0,9.0,5.0,0.0,b'0',b'0',0,599
618,2.0,male,26.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,3.0,Finanace,12.0,18.0,20.0,16.0,16.0,18.0,6.0,8.0,8.0,6.0,8.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,7.0,10.0,8.0,9.0,8.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.22,7.0,4.0,8.0,0.0,b'0',b'0',0,618
619,2.0,male,26.0,27.0,European/Caucasian-American,Black/African American,0,2.0,3.0,Finanace,20.0,20.0,20.0,10.0,10.0,20.0,8.0,7.0,7.0,7.0,6.0,7.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,5.0,8.0,5.0,5.0,6.0,5.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.33,7.0,4.0,5.0,0.0,b'0',b'1',0,618
620,2.0,male,26.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,3.0,Finanace,10.0,20.0,40.0,10.0,10.0,10.0,7.0,6.0,7.0,7.0,7.0,6.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,8.0,9.0,8.0,8.0,9.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.52,7.0,4.0,8.0,0.0,b'0',b'1',0,618
621,2.0,male,26.0,27.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,10.0,20.0,20.0,15.0,20.0,15.0,9.0,8.0,7.0,8.0,7.0,8.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.24,7.0,4.0,8.0,0.0,b'0',b'1',0,618
622,2.0,male,26.0,25.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,20.0,20.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,6.0,10.0,6.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,10.0,8.0,7.0,8.0,7.0,8.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.24,7.0,4.0,9.5,1.0,b'1',b'0',0,618
623,2.0,male,26.0,23.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,20.0,20.0,20.0,15.0,15.0,10.0,7.0,4.0,5.0,6.0,5.0,4.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,10.0,9.0,9.0,10.0,7.0,8.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.22,7.0,4.0,9.5,0.0,b'1',b'0',0,618
624,2.0,male,26.0,22.0,European/Caucasian-American,Latino/Hispanic American,0,2.0,3.0,Finanace,17.0,10.0,18.0,20.0,25.0,10.0,8.0,7.0,6.0,6.0,4.0,4.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,9.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.29,7.0,4.0,9.5,0.0,b'1',b'1',1,618
626,2.0,male,26.0,22.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,20.0,22.0,18.0,15.0,15.0,10.0,8.0,6.0,6.0,5.0,7.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.1,7.0,4.0,7.0,0.0,b'0',b'1',0,618
627,2.0,male,26.0,23.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,7.0,7.0,5.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,8.0,8.0,9.0,8.0,6.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.02,7.0,4.0,7.0,0.0,b'0',b'0',0,618
628,2.0,male,26.0,24.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,35.0,10.0,20.0,20.0,10.0,5.0,9.0,6.0,7.0,7.0,6.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,9.0,6.0,7.0,6.0,7.0,8.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.34,7.0,4.0,8.0,0.0,b'1',b'0',0,618
629,2.0,male,26.0,27.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,3.0,Finanace,50.0,0.0,50.0,0.0,0.0,0.0,8.0,9.0,8.0,6.0,8.0,7.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,8.0,9.0,8.0,7.0,10.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.33,7.0,4.0,8.0,0.0,b'1',b'0',0,618
630,2.0,male,26.0,30.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,30.0,20.0,30.0,10.0,0.0,10.0,8.0,7.0,9.0,5.0,6.0,4.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,8.0,7.0,8.0,8.0,8.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.49,7.0,4.0,7.0,0.0,b'0',b'0',0,618
631,2.0,male,26.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,3.0,Finanace,30.0,5.0,30.0,15.0,15.0,5.0,9.0,8.0,9.0,7.0,8.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,8.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.08,7.0,4.0,8.0,0.0,b'1',b'1',1,618
632,2.0,male,26.0,25.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,20.0,23.0,23.0,22.0,7.0,5.0,8.0,8.0,9.0,9.0,8.0,10.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,8.0,8.0,8.0,6.0,9.0,8.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.01,7.0,4.0,8.0,0.0,b'1',b'1',1,618
633,2.0,male,26.0,26.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,20.0,25.0,20.0,15.0,15.0,5.0,2.0,5.0,4.0,3.0,4.0,2.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,7.0,8.0,6.0,9.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.29,7.0,4.0,6.0,0.0,b'0',b'0',0,618
634,2.0,male,26.0,27.0,European/Caucasian-American,European/Caucasian-American,1,2.0,3.0,Finanace,10.0,10.0,30.0,25.0,10.0,15.0,8.0,5.0,9.0,7.0,6.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,8.0,9.0,8.0,9.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,0.09,7.0,4.0,7.0,0.0,b'0',b'1',0,618
635,2.0,male,26.0,23.0,European/Caucasian-American,Black/African American,0,2.0,3.0,Finanace,50.0,10.0,20.0,10.0,10.0,0.0,10.0,6.0,6.0,9.0,5.0,3.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,8.0,8.0,8.0,10.0,8.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.32,7.0,4.0,8.0,0.0,b'1',b'0',0,618
636,2.0,male,26.0,24.0,European/Caucasian-American,Latino/Hispanic American,0,2.0,3.0,Finanace,20.0,20.0,20.0,15.0,15.0,10.0,8.0,6.0,9.0,9.0,6.0,5.0,20.0,35.0,20.0,10.0,10.0,5.0,7.0,8.0,5.0,7.0,7.0,6.0,8.0,7.0,9.0,7.0,6.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,-0.17,7.0,4.0,8.0,0.0,b'0',b'0',0,618
637,2.0,male,30.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,2.0,Finance&Economics,12.0,18.0,20.0,16.0,16.0,18.0,4.0,7.0,7.0,4.0,7.0,3.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,9.0,5.0,6.0,5.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.06,8.0,5.0,5.0,0.0,b'1',b'0',0,637
638,2.0,male,30.0,27.0,European/Caucasian-American,Black/African American,0,2.0,2.0,Finance&Economics,20.0,20.0,20.0,10.0,10.0,20.0,5.0,7.0,7.0,6.0,6.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,5.0,6.0,5.0,6.0,3.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.27,8.0,5.0,4.0,0.0,b'1',b'0',0,637
639,2.0,male,30.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,2.0,Finance&Economics,10.0,20.0,40.0,10.0,10.0,10.0,5.0,6.0,7.0,6.0,6.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,5.0,6.0,6.0,4.0,7.0,4.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.21,8.0,5.0,6.0,0.0,b'1',b'0',0,637
640,2.0,male,30.0,27.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,10.0,20.0,20.0,15.0,20.0,15.0,5.0,7.0,7.0,7.0,7.0,7.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.04,8.0,5.0,6.0,0.0,b'1',b'0',0,637
641,2.0,male,30.0,25.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,20.0,20.0,15.0,15.0,15.0,15.0,3.0,8.0,9.0,8.0,10.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,7.0,5.0,5.0,5.0,2.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.05,8.0,5.0,6.0,0.0,b'1',b'0',0,637
642,2.0,male,30.0,23.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,20.0,20.0,20.0,15.0,15.0,10.0,3.0,7.0,6.0,4.0,6.0,2.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.05,8.0,5.0,6.0,0.0,b'1',b'0',0,637
643,2.0,male,30.0,22.0,European/Caucasian-American,Latino/Hispanic American,0,2.0,2.0,Finance&Economics,17.0,10.0,18.0,20.0,25.0,10.0,1.0,4.0,5.0,4.0,4.0,4.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,7.0,5.0,6.0,6.0,4.0,5.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.28,8.0,5.0,7.0,0.0,b'1',b'0',0,637
645,2.0,male,30.0,22.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,20.0,22.0,18.0,15.0,15.0,10.0,5.0,6.0,6.0,7.0,6.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,5.0,6.0,5.0,6.0,7.0,2.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.04,8.0,5.0,6.0,0.0,b'0',b'0',0,637
646,2.0,male,30.0,23.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,10.0,20.0,20.0,20.0,20.0,10.0,5.0,5.0,5.0,7.0,7.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,9.0,5.0,6.0,3.0,6.0,3.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.09,8.0,5.0,6.0,0.0,b'0',b'0',0,637
647,2.0,male,30.0,24.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,35.0,10.0,20.0,20.0,10.0,5.0,2.0,3.0,4.0,2.0,6.0,2.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.27,8.0,5.0,6.0,0.0,b'1',b'0',0,637
648,2.0,male,30.0,27.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,2.0,Finance&Economics,50.0,0.0,50.0,0.0,0.0,0.0,7.0,9.0,8.0,7.0,8.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.06,8.0,5.0,6.0,0.0,b'1',b'0',0,637
649,2.0,male,30.0,30.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,30.0,20.0,30.0,10.0,0.0,10.0,4.0,5.0,6.0,7.0,7.0,4.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,5.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.18,8.0,5.0,6.0,0.0,b'1',b'0',0,637
650,2.0,male,30.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,2.0,2.0,Finance&Economics,30.0,5.0,30.0,15.0,15.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.12,8.0,5.0,6.0,0.0,b'1',b'0',0,637
651,2.0,male,30.0,25.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,20.0,23.0,23.0,22.0,7.0,5.0,5.0,6.0,8.0,8.0,7.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,7.0,5.0,6.0,5.0,6.0,4.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.21,8.0,5.0,6.0,0.0,b'1',b'0',0,637
652,2.0,male,30.0,26.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,20.0,25.0,20.0,15.0,15.0,5.0,1.0,3.0,5.0,1.0,2.0,1.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,6.0,6.0,5.0,8.0,4.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.16,8.0,5.0,5.0,0.0,b'1',b'0',0,637
653,2.0,male,30.0,27.0,European/Caucasian-American,European/Caucasian-American,1,2.0,2.0,Finance&Economics,10.0,10.0,30.0,25.0,10.0,15.0,3.0,5.0,7.0,6.0,6.0,6.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,3.0,8.0,4.0,6.0,3.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.32,8.0,5.0,4.0,0.0,b'0',b'0',0,637
654,2.0,male,30.0,23.0,European/Caucasian-American,Black/African American,0,2.0,2.0,Finance&Economics,50.0,10.0,20.0,10.0,10.0,0.0,7.0,9.0,7.0,7.0,4.0,3.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,-0.14,8.0,5.0,6.0,0.0,b'1',b'0',0,637
655,2.0,male,30.0,24.0,European/Caucasian-American,Latino/Hispanic American,0,2.0,2.0,Finance&Economics,20.0,20.0,20.0,15.0,15.0,10.0,5.0,5.0,8.0,8.0,5.0,7.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,7.0,9.0,9.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,0.12,8.0,5.0,5.0,0.0,b'1',b'1',1,637
656,2.0,male,22.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9.0,2.0,Undergrad - GS,12.0,18.0,20.0,16.0,16.0,18.0,7.0,7.0,7.0,5.0,6.0,3.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,3.0,8.0,5.0,5.0,8.0,3.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,-0.08,6.0,2.0,4.0,0.0,b'0',b'0',0,656
657,2.0,male,22.0,27.0,European/Caucasian-American,Black/African American,0,9.0,2.0,Undergrad - GS,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,7.0,7.0,6.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,4.0,6.0,6.0,5.0,7.0,3.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.73,6.0,2.0,5.0,0.0,b'0',b'1',0,656
658,2.0,male,22.0,21.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9.0,2.0,Undergrad - GS,10.0,20.0,40.0,10.0,10.0,10.0,6.0,6.0,6.0,8.0,6.0,5.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,3.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.58,6.0,2.0,3.0,0.0,b'0',b'0',0,656
659,2.0,male,22.0,27.0,European/Caucasian-American,European/Caucasian-American,1,9.0,2.0,Undergrad - GS,10.0,20.0,20.0,15.0,20.0,15.0,7.0,7.0,7.0,8.0,7.0,5.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,6.0,8.0,8.0,5.0,7.0,3.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.05,6.0,2.0,5.0,0.0,b'0',b'0',0,656
660,2.0,male,22.0,25.0,European/Caucasian-American,European/Caucasian-American,1,9.0,2.0,Undergrad - GS,20.0,20.0,15.0,15.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,6.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,9.0,8.0,7.0,8.0,7.0,5.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.38,6.0,2.0,8.0,0.0,b'1',b'0',0,656
661,2.0,male,22.0,23.0,European/Caucasian-American,European/Caucasian-American,1,9.0,2.0,Undergrad - GS,20.0,20.0,20.0,15.0,15.0,10.0,6.0,5.0,5.0,7.0,6.0,3.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,9.0,8.0,7.0,9.0,7.0,8.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.29,6.0,2.0,9.0,0.0,b'1',b'0',0,656
662,2.0,male,22.0,22.0,European/Caucasian-American,Latino/Hispanic American,0,9.0,2.0,Undergrad - GS,17.0,10.0,18.0,20.0,25.0,10.0,4.0,6.0,4.0,5.0,6.0,7.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,8.0,8.0,5.0,6.0,7.0,7.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,-0.35,6.0,2.0,7.0,0.0,b'1',b'0',0,656
664,2.0,male,22.0,22.0,European/Caucasian-American,European/Caucasian-American,1,9.0,2.0,Undergrad - GS,20.0,22.0,18.0,15.0,15.0,10.0,8.0,7.0,8.0,8.0,8.0,6.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,6.0,8.0,9.0,5.0,9.0,3.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.11,6.0,2.0,5.0,0.0,b'0',b'1',0,656
665,2.0,male,22.0,23.0,European/Caucasian-American,European/Caucasian-American,1,9.0,2.0,Undergrad - GS,10.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,5.0,7.0,5.0,7.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,9.0,6.0,7.0,6.0,5.0,6.0,5.0,4.0,7.0,3.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,0.39,6.0,2.0,4.0,0.0,b'0',b'0',0,656
